t,x,y,K
2.322905,-0.002971532,0.009949041,0.02489597
2.327068,-0.002044574,0.009848288,0.02312085
2.331231,-0.001195526,0.009728869,0.02191747
2.335394,-0.0002998406,0.009848799,0.02423342
2.339557,0.0006358823,0.009781079,0.02438296
2.34372,0.001537652,0.009882229,0.0250706
2.347883,0.002501712,0.0097545,0.02556393
2.352046,0.003413056,0.009727489,0.02317014
2.356209,0.004293088,0.009776239,0.02324272
2.360372,0.005209536,0.009698932,0.02433034
2.364535,0.006128884,0.00976844,0.02511279
2.368697,0.007074526,0.009719065,0.02492589
2.37286,0.007989501,0.009762686,0.0260842
2.377023,0.008973947,0.009645912,0.02608734
2.381186,0.00988495,0.009618257,0.02290941
2.385349,0.01075742,0.0096788,0.02352283
2.389512,0.01168991,0.009639783,0.02441988
2.393675,0.01259661,0.009675261,0.02500626
2.397838,0.0135531,0.009599539,0.02512792
2.402001,0.01446212,0.009652224,0.02572679
2.406164,0.01544084,0.009589485,0.02689406
2.410327,0.01639236,0.009554931,0.02588903
2.414489,0.0173311,0.009475402,0.02555792
2.418652,0.01827373,0.009528352,0.02647808
2.422815,0.01924876,0.009466502,0.02604877
2.426978,0.02017108,0.009437115,0.02288742
2.431141,0.02102927,0.009455619,0.02289919
2.435304,0.02195426,0.009411014,0.02461475
2.439467,0.02287453,0.009387528,0.0247196
2.44363,0.02380345,0.009342961,0.02466843
2.447793,0.0247255,0.009379091,0.0262905
2.451956,0.0257117,0.009325067,0.02526084
2.456119,0.02659335,0.009277805,0.0223055
2.460282,0.02747156,0.009295587,0.02255217
2.464444,0.02836071,0.009259709,0.0241058
2.468607,0.02929885,0.009283969,0.02502052
2.47277,0.03022477,0.009240867,0.023646
2.476933,0.03110834,0.009249826,0.022519
2.481096,0.03199034,0.009195537,0.02261393
2.485259,0.03287951,0.009188601,0.02223123
2.489422,0.03374378,0.009265523,0.02427969
2.493585,0.03471335,0.009204029,0.02372422
2.497748,0.03555899,0.009259911,0.02150373
2.501911,0.03643523,0.009321494,0.02327391
2.506074,0.03735027,0.009383263,0.02278227
2.510236,0.03819413,0.009586969,0.02142348
2.514399,0.03906555,0.009542501,0.02171377
2.518562,0.0399282,0.009559551,0.02108175
2.522725,0.04077324,0.009651139,0.02099901
2.526888,0.04163369,0.009567974,0.0212729
2.531051,0.04248919,0.009604041,0.02082976
2.535214,0.04332958,0.009698298,0.02066083
2.539377,0.04418045,0.00964352,0.02136839
2.54354,0.04504959,0.009736908,0.02133602
2.547703,0.0458893,0.009851268,0.01976347
2.551866,0.04670126,0.009834875,0.02082232
2.556029,0.0475876,0.009859292,0.02111562
2.560191,0.0484066,0.009991504,0.01836617
2.564354,0.04917459,0.01001903,0.01738696
2.568517,0.04995465,0.009882047,0.01915366
2.57268,0.05080277,0.009922849,0.01951256
2.576843,0.05159537,0.009986414,0.01777097
2.581006,0.05237071,0.009979213,0.01698423
2.585169,0.05312758,0.009880438,0.01932649
2.589332,0.05400253,0.009859741,0.01983259
2.593495,0.05478451,0.009922464,0.01649529
2.597658,0.05551379,0.009943971,0.01447827
2.601821,0.05619877,0.009995816,0.01418742
2.605983,0.05690925,0.01007779,0.01542586
2.610146,0.05766047,0.0100107,0.01826637
2.614309,0.05849508,0.01020181,0.0176033
2.618472,0.05921113,0.01021159,0.01482324
2.622635,0.05992733,0.01024605,0.01524249
2.626798,0.06066092,0.01030889,0.01436212
2.630961,0.06133518,0.01035879,0.0132848
2.635124,0.06201684,0.01034976,0.0122244
2.639287,0.06263625,0.01038147,0.01138399
2.64345,0.06327246,0.01041712,0.01226732
2.647613,0.06393873,0.01032862,0.01219448
2.651776,0.06457126,0.01046484,0.01042183
2.655938,0.06513046,0.01049372,0.01099963
2.660101,0.06578756,0.01067526,0.01312024
2.664264,0.06645617,0.01073847,0.01181547
2.668427,0.06706821,0.01070634,0.0105628
2.67259,0.06766393,0.01080529,0.01134147
2.676753,0.06831632,0.01082143,0.01165267
2.680916,0.06893602,0.01079085,0.01060868
2.685079,0.06952849,0.0108096,0.01106603
2.689242,0.07017363,0.01075681,0.01177358
2.693405,0.07080513,0.01073618,0.01064081
2.697568,0.07138752,0.01073616,0.01079245
2.70173,0.07202771,0.0107195,0.01055774
2.705893,0.07259528,0.01064859,0.01063982
2.710056,0.07323574,0.01059919,0.01128445
2.714219,0.07384312,0.01057106,0.008715117
2.718382,0.07430805,0.01084531,0.008244042
2.722545,0.07484703,0.01093729,0.007609102
2.726708,0.07533166,0.0109242,0.007958058
2.730871,0.07589809,0.01091401,0.008376075
2.735034,0.07640858,0.01090187,0.00834614
2.739197,0.07693375,0.01120299,0.007273598
2.74336,0.07738507,0.01113994,0.006418134
2.747523,0.07786359,0.01104668,0.007019794
2.751685,0.07835044,0.01093884,0.006481149
2.755848,0.07879347,0.01123505,0.005953938
2.760011,0.07924576,0.01109095,0.006207199
2.764174,0.0796999,0.01103957,0.005734288
2.768337,0.08012042,0.01126814,0.005164518
2.7725,0.08052117,0.01124179,0.004574036
2.776663,0.08090072,0.01111092,0.005064431
2.780826,0.08135389,0.01134164,0.004558829
2.784989,0.08168557,0.01123541,0.004849491
2.789152,0.08213697,0.01158357,0.004304038
2.793315,0.08242967,0.01144541,0.002554596
2.797477,0.0827235,0.01168277,0.003098572
2.80164,0.08307467,0.01156023,0.002709449
2.805803,0.08333646,0.01170708,0.002610952
2.809966,0.08367441,0.01151574,0.003079964
2.814129,0.08398894,0.01173716,0.002618735
2.818292,0.08427698,0.01154066,0.002129361
2.822455,0.08453201,0.01174267,0.002324948
2.826618,0.08484295,0.01149914,0.002383556
2.830781,0.08509937,0.01164701,0.002135531
2.834944,0.08524262,0.01186803,0.001659238
2.839107,0.0855786,0.01163394,0.002158485
2.84327,0.08578913,0.0118346,0.002477716
2.847432,0.08597039,0.0120695,0.001322857
2.851595,0.08620385,0.01172853,0.001485309
2.855758,0.08636822,0.01185035,0.001408637
2.859921,0.08655213,0.01200023,0.00129136
